kinopoiskId,imdbId,posterUrl,posterUrlPreview,coverUrl,logoUrl,ratingImdb,webUrl,year,filmLength,slogan,description,shortDescription,editorAnnotation,isTicketsAvailable,productionStatus,type,ratingMpaa,ratingAgeLimits,countries,genres,startYear,endYear,serial,shortFilm,completed,lastSync,name
300,tt0306841,https://kinopoiskapiunofficial.tech/images/posters/kp/300.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/300.jpg,https://avatars.mds.yandex.net/get-ott/374297/2a00000177fbf21f44f8c5101cfb16d448ed/orig,https://avatars.mds.yandex.net/get-ott/1672343/2a00000177fccf7ff6db2d0668e206ea47df/orig,5.5,https://www.kinopoisk.ru/film/300/,2003,94,Lizze McGuire goes to Rome.,"Тринадцатилетняя школьница Лиззи Магуайер и ее приятели Гордо, Кейт и Эсан собираются оттянуться по полной программе во время их поездки с классом в Италию.

Но там случается весьма неожиданное происшествие: девочку ошибочно принимают за итальянскую поп-звезду Изабеллу, да к тому же девушка влюбляется в бывшего дружка Изабеллы Паоло. Когда родители Лизи обо всем узнают, они вместе с ее братом Мэттом срочно вылетают в Италию.

Но Лиззи уже не та закомплексованная девочка-подросток, кем была раньше, она до такой степени вжилась в роль певицы, что и на самом деле стала самой настоящей звездой.","Лиззи едет в Рим, где ее принимают за поп-звезду. Финальные похождения школьницы в исполнении Хилари Дафф",,False,,FILM,pg,age12,[{'country': 'США'}],"['мелодрама', 'приключения', 'комедия', 'музыка', 'семейный']",,,False,False,False,2022-08-28T01:00:52.020922,Лиззи Магуайр
301,,https://kinopoiskapiunofficial.tech/images/posters/kp/301.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/301.jpg,https://avatars.mds.yandex.net/get-ott/1672343/2a0000016cc7177239d4025185c488b1bf43/orig,,8.7,https://www.kinopoisk.ru/film/301/,1999,136,Добро пожаловать в реальный мир,"Жизнь Томаса Андерсона разделена на две части: днём он — самый обычный офисный работник, получающий нагоняи от начальства, а ночью превращается в хакера по имени Нео, и нет места в сети, куда он бы не смог проникнуть. Но однажды всё меняется. Томас узнаёт ужасающую правду о реальности.","Хакер Нео узнает, что его мир — виртуальный. Выдающийся экшен, доказавший, что зрелищное кино может быть умным",,False,,FILM,r,age16,"[{'country': 'США'}, {'country': 'Австралия'}]","['фантастика', 'боевик']",,,False,False,False,2022-09-05T21:10:29.461722,Матрица
302,tt0311289,https://kinopoiskapiunofficial.tech/images/posters/kp/302.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/302.jpg,https://avatars.mds.yandex.net/get-ott/212840/2a00000176b506f42c92dfd7cd530730d6d2/orig,https://avatars.mds.yandex.net/get-ott/200035/2a00000176b5072215d3027a7bf4297de007/orig,7.0,https://www.kinopoisk.ru/film/302/,2003,117,"Кто ищет, тот всегда найдёт","Стэнли арестован по ложному обвинению в краже кроссовок и отправлен в трудовой лагерь, расположенный в техасской пустыне. Воспитатели «закаляют характер» подростков странным наказанием. Ребята копают ямы в иссушенной земле, но не знают, что их на самом деле используют для раскопок таинственного клада. Однако Стэнли удается раскрыть загадочную связь между сокровищами и проклятием, тяготеющим долгие годы над его семьей…","Стэнли отбывает наказание в лагере, где все зачем-то роют ямы. Юный Шайа ЛаБаф в оригинальной семейной комедии",,False,,FILM,pg,age12,[{'country': 'США'}],"['драма', 'детектив', 'приключения', 'комедия', 'семейный']",,,False,False,False,2022-09-08T01:44:28.43737,Клад
303,tt0305224,https://kinopoiskapiunofficial.tech/images/posters/kp/303.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/303.jpg,https://avatars.mds.yandex.net/get-ott/2439731/2a0000016fc862f72abb8859ea83cd81236f/orig,https://avatars.mds.yandex.net/get-ott/1672343/2a00000171ad1b0cb0e5ff0bd870d497881c/orig,6.2,https://www.kinopoisk.ru/film/303/,2003,106,Let the healing begin,"Скромному клерку отчаянно не везет. Парня по обвинению в нападении на бортпроводницу приговаривают к лечению у психиатра. Но верно говорят, что большинство психиатров сами немного безумны. Или сильно не в себе...",Тихоня Дэйв проходит терапию у доктора Бадди — и это сущее наказание. Джек Николсон учит жизни Адама Сэндлера ,,False,,FILM,r,age12,[{'country': 'США'}],"['мелодрама', 'комедия']",,,False,False,False,2022-08-22T01:01:18.36978,Управление гневом
304,tt0310910,https://kinopoiskapiunofficial.tech/images/posters/kp/304.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/304.jpg,,,6.6,https://www.kinopoisk.ru/film/304/,2003,97,"Это не про деньги, это про ДЕНЬГИ!!!","Джейк Вига – хитроумный и обаятельный мошенник. Последняя афера Джейка привела к тому, что его дорожки пересеклись с мафией – при помощи своей команды он лишил нескольких тысяч долларов Лайонела Долби, – счетовода эксцентричного мафиозного босса Уинстона Кинга по прозвищу «Король».

Мафия шутить не любит, а любит выбивать долги из тех, кто пытается ее надуть. Чтобы сохранить жизнь и расквитаться с долгами, Джейку приходится устроить новую, еще более изощренную аферу – сложнейшую схему, в которой требуется «творческий подход к бухгалтерии».

Неожиданные помехи появляются одна за другой: палки в колеса Джейку вставляют его старый враг, агент ФБР Гюнтер Бутан, Трэвис, правая рука «Короля» и хитроумная карманщица Лили на которую Джейк успел положить глаз...",,,False,,FILM,r,age16,"[{'country': 'США'}, {'country': 'Германия'}, {'country': 'Канада'}]","['триллер', 'криминал']",,,False,False,False,2022-08-29T13:43:11.364683,Афера
305,tt0183649,https://kinopoiskapiunofficial.tech/images/posters/kp/305.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/305.jpg,https://avatars.mds.yandex.net/get-ott/236744/2a000001616b88eb58e7cd279f0bfa94796b/orig,,7.1,https://www.kinopoisk.ru/film/305/,2002,81,Линия жизни на линии огня,"Один телефонный звонок может изменить всю жизнь человека или даже оборвать ее. Герой фильма Стью Шеферд становится пленником телефонной будки.

Что вы сделаете, если услышите, как в телефонной будке зазвонил телефон? Скорее всего, инстинктивно поднимете трубку, хотя прекрасно знаете, что кто-то просто ошибся номером. Вот и Стью кажется, что на звонок надо обязательно ответить, а в результате он оказывается втянутым в чудовищную игру. «Только положи трубку, и ты – труп», – говорит ему невидимый собеседник.",Стю попадает под прицел снайпера посреди Нью-Йорка. Колин Фаррелл в одном из лучших триллеров Джоэла Шумахера,,False,,FILM,r,age16,[{'country': 'США'}],"['триллер', 'криминал']",,,False,False,False,2022-08-23T18:54:25.22329,Телефонная будка
306,tt0292506,https://kinopoiskapiunofficial.tech/images/posters/kp/306.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/306.jpg,https://avatars.mds.yandex.net/get-ott/224348/2a0000016ab0521e5c5051d9cf835021ffaf/orig,,6.6,https://www.kinopoisk.ru/film/306/,2003,115,Trust. Betrayal. Deception. In the C.I.A. nothing is what it seems.,"Джеймс Клэйтон - студент и опытный хакер. Он привлекает внимание спецслужб, и его вербуют в ЦРУ, упоминая таинственное исчезновение его отца в 90-х. Джеймс обучается у Уолтера Бёрка. Он отлично сдает все тесты, кроме последнего. Так он становится агентом без прикрытия и получает задание: найти «крота», который похищает опасный вирус из Лэнгли.",Американская разведка вербует талантливого программиста. Триллер с Аль Пачино в роли опытного агента ЦРУ,,False,,FILM,pg13,age16,"[{'country': 'США'}, {'country': 'Швейцария'}]","['триллер', 'боевик']",,,False,False,False,2022-08-22T08:43:54.487826,Рекрут
307,tt0328099,https://kinopoiskapiunofficial.tech/images/posters/kp/307.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/307.jpg,,,5.2,https://www.kinopoisk.ru/film/307/,2003,86,Ever feel like you don't belong?,"Не стоит ненавидеть его за то, кем он является. Или кем он не является. Все, чем хочет заниматься Брэд - или Би-рэд - разъезжать со своими дружками по Малибу и вести себя, как самый крутой черный рэппер в округе.

Но все вокруг знают, что паренек, лихо читающий рэп, родом из респектабельного квартала Малибу. И отец Брэда, Билл Глакман, кандидат в губернаторы, серьезно боится, что увлечение Би-рэда «черной» культурой может разнести в пух и прах его предвыборную кампанию.",,,False,,FILM,pg13,age12,[{'country': 'США'}],"['криминал', 'комедия']",,,False,False,False,2022-08-22T01:38:49.585465,Разыскиваются в Малибу
308,tt0329028,https://kinopoiskapiunofficial.tech/images/posters/kp/308.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/308.jpg,,,3.4,https://www.kinopoisk.ru/film/308/,2003,85,Тупой с первого взгляда,"Как же встретились два героя-недоумка Гарри и Ллойд, известные по фильму «Тупой и еще тупее»? Оба несколько лет не ходили в школу, а учились на дому. Пришло время отправляться в школу, и прямо на улице Гарри и Ллойд столкнулись лбами...

А в это время школьный директор Коллинз и мисс Хеллер, буфетчица-официантка школьной столовой, задумали провернуть аферу - получить благотворительную премию в сто тысяч долларов за организацию класса для умственно отсталых. Злоумышленники решили создать липовый класс. Два кандидата в спецкласс нашлись сразу - Гарри и Ллойд, а они разыскали остальных...",,,False,,FILM,pg13,age16,[{'country': 'США'}],['комедия'],,,False,False,False,2022-08-23T19:01:13.477325,Тупой и еще тупее тупого: Когда Гарри встретил Ллойда
309,tt0238380,https://kinopoiskapiunofficial.tech/images/posters/kp/309.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/309.jpg,https://avatars.mds.yandex.net/get-ott/236744/2a0000016224ef2ca8a8f393012cce864528/orig,https://avatars.mds.yandex.net/get-ott/2385704/2a0000017250363bab4e007fd15983fae79c/orig,7.4,https://www.kinopoisk.ru/film/309/,2002,107,"Мир, где эмоции караются смертью","В будущем люди лишены возможности выражать эмоции. Это цена, которую человечество платит за устранение из своей жизни войны. Теперь книги, искусство и музыка находятся вне закона, а любое чувство — преступление, наказуемое смертью.

Для приведения в жизнь существующего правила используется принудительное применение лекарства прозиум. Правительственный агент Джон Престон борется с теми, кто нарушает правила. В один прекрасный момент он забывает принять очередную дозу лекарства, и с ним происходит духовное преображение, что приводит его к конфликту не только с режимом, но и с самим собой.","Агент идет против системы, которая подавляет эмоции. Стильная антиутопия с Кристианом Бэйлом",,False,,FILM,r,age16,[{'country': 'США'}],"['триллер', 'драма', 'фантастика', 'боевик']",,,False,False,False,2022-08-21T12:11:28.496666,Эквилибриум
310,tt0317303,https://kinopoiskapiunofficial.tech/images/posters/kp/310.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/310.jpg,,,5.6,https://www.kinopoisk.ru/film/310/,2003,89,D-Day Is Coming,"Чарли и Фила увольняют с работы в крупной корпорации. Теперь им самим придётся сидеть со своими сыновьями, так как оплачивать счета дорогостоящего детского центра уже не на что. Промучившись пару недель со своими отпрысками, папаши так увлекаются этим делом, что решают поставить дело на деловые рельсы и открывают новый центр дневного пребывания для детей. 

Чарли и Филл находят всё новые и новые нетрадиционные и забавные способы воспитательного воздействия на малышей, и центр «Дежурный папа» становится всё более популярным. Почувствовав жёсткое соперничество со стороны усатых няней, директриса дорогого детского центра решает выжить конкурентов-новичков из бизнеса.",,,False,,FILM,pg,age6,[{'country': 'США'}],"['комедия', 'семейный']",,,False,False,False,2022-08-29T13:33:11.159441,Дежурный папа
311,tt0245803,https://kinopoiskapiunofficial.tech/images/posters/kp/311.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/311.jpg,,,5.4,https://www.kinopoisk.ru/film/311/,2003,104,"To fulfill the prophecy, he must find the one to take his place","Монах - мастер боевых искусств, который охраняет могущественный древний свиток - таинственный артефакт, содержащий ключ к безграничной власти. Монаху нужно найти следующего хранителя свитка, и поиски приводят его в Америку. Согласно древнему пророчеству и к изумлению Монаха его преемником оказывается обаятельный хулиган по имени Кар.

Пока Монах обучает Кара, как выполнять свою работу, этому невероятному дуэту приходится защищать свиток от одержимого жаждой власти человека, который гоняется за ним 60 лет.

В суматохе невероятной акробатики, схваток с применением боевых искусств и остроумных шуток эта комическая странная парочка должна сделать всё, чтобы свиток не попал в руки злодея.",,,False,,FILM,pg13,age12,"[{'country': 'США'}, {'country': 'Канада'}]","['боевик', 'фэнтези', 'комедия']",,,False,False,False,2022-09-09T18:23:57.685287,Пуленепробиваемый
312,tt0167261,https://kinopoiskapiunofficial.tech/images/posters/kp/312.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/312.jpg,https://avatars.mds.yandex.net/get-ott/1672343/2a00000167a15de197c90de6c6b0128c6c79/orig,https://avatars.mds.yandex.net/get-ott/1531675/2a000001714e8bc03538ec41949c44ef2a71/orig,8.8,https://www.kinopoisk.ru/film/312/,2002,179,Приключение продолжается,"Братство распалось, но Кольцо Всевластья должно быть уничтожено. Фродо и Сэм вынуждены довериться Голлуму, который взялся провести их к вратам Мордора. Громадная армия Сарумана приближается: члены братства и их союзники готовы принять бой. Битва за Средиземье продолжается.","Голлум ведет хоббитов в Мордор, а великие армии готовятся к битве. Вторая часть трилогии, два «Оскара»",,False,,FILM,pg13,age12,"[{'country': 'США'}, {'country': 'Новая Зеландия'}]","['драма', 'приключения', 'фэнтези']",,,False,False,False,2022-09-09T15:27:23.03927,Властелин колец: Две крепости
313,tt0286499,https://kinopoiskapiunofficial.tech/images/posters/kp/313.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/313.jpg,,,6.7,https://www.kinopoisk.ru/film/313/,2002,112,Who wants to cook Aloo Gobi when you can bend a ball like Beckham?,"Джесс только 18, но она твердо знает, что сделает ее счастливой: футбольная карьера, такая же, как у знаменитого игрока «Манчестер Юнайтед» Дэвида Бекхема. Пока она гоняет мяч в лондонском парке, доказывая соседским мальчишкам, что девушки играют в футбол не хуже, ее родители и многочисленные родственники, как и положено традиционной индийской семье, подыскивают для нее достойного мужа и строят планы о ее будущей карьере юриста.

Однажды, во время очередной разминки, Джесс знакомится с Джулз и та приглашает ее на тренировку в женскую футбольную секцию. С замиранием сердца она следует за своей новой приятельницей, и мечта становится реальностью: Джесс принимают в настоящую футбольную команду. В довершение ко всему она влюбляется в своего тренера Джо.

Понимая, что семья никогда не примирится с ее выбором, Джесс наслаждается своим кратковременным счастьем и готовится отстаивать свои права до конца...",,,False,,FILM,pg13,age16,"[{'country': 'США'}, {'country': 'Великобритания'}, {'country': 'Германия'}]","['драма', 'мелодрама', 'комедия', 'спорт']",,,False,False,False,2022-09-08T01:36:50.306596,"Играй, как Бекхэм"
314,tt0302640,https://kinopoiskapiunofficial.tech/images/posters/kp/314.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/314.jpg,https://avatars.mds.yandex.net/get-ott/212840/2a000001788c2e0dbeaa07cdab94482ffc88/orig,https://avatars.mds.yandex.net/get-ott/1652588/2a000001788c2e40401423ec89af823a146f/orig,5.5,https://www.kinopoisk.ru/film/314/,2002,104,Однажды она проснулась не в себе... В буквальном смысле!,"Популярная, но неприятная в общении старшеклассница Джессика однажды утром просыпается в теле 30-летнего мужчины с не самой привлекательной внешностью. Девушка отправляется на поиски своего тела, и это приключение помогает ей увидеть себя со стороны и понять, насколько поверхностной и недалёкой она была.",Школьница и невзрачный мужчина меняются телами. Комедия с Робом Шнайдером и Рэйчел МакАдамс на заре карьеры,,False,,FILM,pg13,age16,[{'country': 'США'}],"['фэнтези', 'комедия']",,,False,False,False,2022-09-05T21:14:40.367785,Цыпочка
316,tt0242653,https://kinopoiskapiunofficial.tech/images/posters/kp/316.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/316.jpg,https://avatars.mds.yandex.net/get-ott/224348/2a00000167f56f13a32147c936ac10bfc919/orig,https://avatars.mds.yandex.net/get-ott/236744/2a00000170ed42c2c265608715044eff6b26/orig,6.7,https://www.kinopoisk.ru/film/316/,2003,129,"Все, что имеет начало, имеет и конец","Пока армия машин пытается уничтожить Зион, его жители из последних сил держат оборону.",Для Нео пришло время исполнить пророчество и дать бой Матрице. Финал трилогии с эпической битвой людей и машин,,False,,FILM,r,age16,[{'country': 'США'}],"['фантастика', 'боевик']",,,False,False,False,2022-09-09T13:42:57.363535,Матрица: Революция
317,tt0313737,https://kinopoiskapiunofficial.tech/images/posters/kp/317.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/317.jpg,,,6.1,https://www.kinopoisk.ru/film/317/,2002,101,"Он стремился к своей мечте, а она была рядом","Джордж Уэйд и шага не может сделать без Люси Келсон, работающей главным консультантом в его корпорации. Однако обращается он с ней скорее как с няней, а не как с блестящим юристом, окончившим Гарвард. По прошествии года все это надоедает Люси, и она решает уволиться. Джордж соглашается ее отпустить, но с одним условием — она должна найти себе достойную замену...",,,False,,FILM,pg13,age16,"[{'country': 'США'}, {'country': 'Австралия'}]","['мелодрама', 'комедия']",,,False,False,False,2022-08-31T23:11:28.271368,Любовь с уведомлением
318,tt0317740,https://kinopoiskapiunofficial.tech/images/posters/kp/318.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/318.jpg,https://avatars.mds.yandex.net/get-ott/2385704/2a0000016e6f7f9b5fbf9ab035c5c2ecda9b/orig,https://avatars.mds.yandex.net/get-ott/2419418/2a00000173b9ba83269dc0ba22e27bca0dec/orig,7.0,https://www.kinopoisk.ru/film/318/,2003,111,Хватай. Убегай. Отомсти,"Джон Бриджер всегда умел спланировать идеальное ограбление. Вместе со своей командой опытных бандитов он провернул не одно дело, но теперь решил уйти на покой. Впереди у Бриджера последнее задание: кража золотых слитков, в которой принимают участие инсайдер Стив, водитель Роб, взрыватель Левое ухо, технарь Лайл и Чарли - верный друг Бриджера и второй «планировщик» в их команде. Ограбление, изящное и быстрое, было разыграно как по нотам, но после его завершения веселье преступников было омрачено предательством...",Банда грабителей решает отомстить предателю и сорвать большой куш. Ремейк криминальной комедии 1969 года,,False,,FILM,pg13,age12,"[{'country': 'США'}, {'country': 'Франция'}, {'country': 'Великобритания'}, {'country': 'Германия'}, {'country': 'Италия'}]","['триллер', 'криминал', 'боевик']",,,False,False,False,2022-09-08T01:35:05.515429,Ограбление по-итальянски
319,tt0181852,https://kinopoiskapiunofficial.tech/images/posters/kp/319.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/319.jpg,https://avatars.mds.yandex.net/get-ott/2439731/2a00000171792c7818d09a344d626483f85d/orig,https://avatars.mds.yandex.net/get-ott/239697/2a00000171792c9fe8996f5cc8a76ea393ed/orig,6.3,https://www.kinopoisk.ru/film/319/,2003,109,The Machines Will Rise,"Прошло десять лет с тех пор, как Джон Коннор помог предотвратить Судный День и спасти человечество от массового уничтожения. Теперь ему 25, Коннор не живет «как все» - у него нет дома, нет кредитных карт, нет сотового телефона и никакой работы.

Его существование нигде не зарегистрировано. Он не может быть прослежен системой Skynet - высокоразвитой сетью машин, которые когда-то попробовали убить его и развязать войну против человечества. Пока из теней будущего не появляется T-X - Терминатрикс, самый сложный киборг-убийца Skynet.

Посланная назад сквозь время, чтобы завершить работу, начатую её предшественником, T-1000, эта машина так же упорна, как прекрасен её человеческий облик. Теперь единственная надежда Коннору выжить - Терминатор, его таинственный прежний убийца. Вместе они должны одержать победу над новыми технологиями T-X и снова предотвратить Судный День...", Джон Коннор противостоит новому киборгу и техно-апокалипсису. В режиссерском кресле — Джонатан Мостоу,,False,,FILM,r,age16,"[{'country': 'США'}, {'country': 'Великобритания'}, {'country': 'Германия'}]","['фантастика', 'боевик']",,,False,False,False,2022-09-09T18:13:23.073544,Терминатор 3: Восстание машин
320,tt0307901,https://kinopoiskapiunofficial.tech/images/posters/kp/320.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/320.jpg,https://avatars.mds.yandex.net/get-ott/2385704/2a0000017704d26b1d7a9f85249286868c71/orig,https://avatars.mds.yandex.net/get-ott/239697/2a0000017704d28ebdd317b7f6df7dd94f50/orig,7.6,https://www.kinopoisk.ru/film/320/,2002,135,This life was so close to never happening,"В фильме описывается последний день свободной жизни молодого бруклинца Монти Брогана (Эдвард Нортон), осужденного на семь лет тюрьмы за торговлю наркотиками. Оставшиеся 24 часа он проводит в компании своих родных, друзей, деловых партнеров и любимой девушки Натурель.

Монти, мечтавший в свое время стать пожарным, но в итоге ступивший на роковую стезю наркодилера, прощается с прошлым и пытается переосмыслить свою жизнь...",Наркоторговец проводит с друзьями последние сутки перед тюрьмой. Драма Спайка Ли по книге Дэвида Бениоффа,,False,,FILM,r,age18,[{'country': 'США'}],['драма'],,,False,False,False,2022-08-10T01:19:12.496067,25-й час
321,tt0253754,https://kinopoiskapiunofficial.tech/images/posters/kp/321.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/321.jpg,https://avatars.mds.yandex.net/get-ott/1531675/2a0000017dbf0f554b8de99c40a2c981cd31/orig,https://avatars.mds.yandex.net/get-ott/1672343/2a0000017dbf1aff821e581ba88800a83bda/orig,6.4,https://www.kinopoisk.ru/film/321/,2002,116,Последнее путешествие поколения начинается...,"После свадьбы командира Уильяма Райкера и советника Дианы Трой экипаж корабля «Энтерпрайз» обнаруживает позитронный сигнал на одной из планет около нейтральной зоны, где они находят B-4 — менее совершенный, чем Дейта, прототип андроида, созданного доктором Сунгом.

Эта загадка остается неразгаданной, так как в то же время адмирал Джейнвей приказывает «Энтерпрайзу» отправиться к Ромулу, где сенат был свергнут в результате государственного переворота Шинзоном и его последователями. По прибытии на Ромул «Энтерпрайз» обнаруживает не только самый мощный из всех встреченных ими кораблей, но и страшную тайну, касающуюся нового лидера Ромуланской империи, который планирует использовать смертельное оружие для уничтожения всего живого на главной планете Федерации — Земле.",Клон капитана Пикара намерен уничтожить Землю с помощью супероружия. В роли злодея Шинзона — Том Харди,,False,,FILM,pg13,age12,[{'country': 'США'}],"['триллер', 'фантастика', 'приключения', 'боевик']",,,False,False,False,2022-09-03T13:19:26.297076,Звездный путь: Возмездие
322,tt0304141,https://kinopoiskapiunofficial.tech/images/posters/kp/322.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/322.jpg,https://avatars.mds.yandex.net/get-ott/200035/2a0000016fb3988f829b90245ee22c3d7ef9/orig,https://avatars.mds.yandex.net/get-ott/223007/2a0000017e1279bdad156b0db18e10058195/orig,7.9,https://www.kinopoisk.ru/film/322/,2004,142,Всё изменится,"В третьей части истории о юном волшебнике полюбившиеся всем герои — Гарри Поттер, Рон и Гермиона — возвращаются уже на третий курс школы чародейства и волшебства Хогвартс. На этот раз они должны раскрыть тайну узника, сбежавшего из зловещей тюрьмы Азкабан, чье пребывание на воле создает для Гарри смертельную опасность...","Беглый маг, тайны прошлого и путешествия во времени. В третьей части поттерианы Альфонсо Куарон сгущает краски",,False,,FILM,pg,age12,"[{'country': 'США'}, {'country': 'Великобритания'}]","['приключения', 'фэнтези', 'семейный']",,,False,False,False,2022-08-10T15:20:01.354002,Гарри Поттер и узник Азкабана
323,tt0322259,https://kinopoiskapiunofficial.tech/images/posters/kp/323.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/323.jpg,https://avatars.mds.yandex.net/get-ott/239697/2a0000017e7cdd946d6ed934153b0d023ac2/orig,https://avatars.mds.yandex.net/get-ott/1534341/2a0000017e7cddca4eaa07e8af5a327c6083/orig,5.9,https://www.kinopoisk.ru/film/323/,2003,107,Какую скорость ты выдержишь?,"Бывший полицейский Брайан О`Коннер с напарником Романом Пирсом собирается перевезти крупную сумму грязных денег известного мафиози Картера Верона. Но на самом деле эта работа является только прикрытием для Брайана, который вместе с тайным агентом Моникой Фуэнтес должен уличить изворотливого преступника.",Брайан и Роман по заданию ФБР разоблачают крупного драгдилера. Стильный сиквел с крутыми тачками и Евой Мендес,,False,,FILM,pg13,age12,"[{'country': 'США'}, {'country': 'Германия'}]","['триллер', 'криминал', 'боевик']",,,False,False,False,2022-09-05T21:12:07.229598,Двойной форсаж
324,tt0264464,https://kinopoiskapiunofficial.tech/images/posters/kp/324.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/324.jpg,https://avatars.mds.yandex.net/get-ott/239697/2a000001612718d2d2418d95f8b2ecbda3ec/orig,https://avatars.mds.yandex.net/get-ott/1648503/2a00000170ed493266088fc0739ab3c58d12/orig,8.1,https://www.kinopoisk.ru/film/324/,2002,141,Правдивая история о реальном преступнике,"Фрэнк Эбегнейл успел поработать врачом, адвокатом и пилотом на пассажирской авиалинии – и все это до достижения полного совершеннолетия в 21 год. Мастер в обмане и жульничестве, он также обладал искусством подделки документов, что в конечном счете принесло ему миллионы долларов, которые он получил по фальшивым чекам.

Агент ФБР Карл Хэнрэтти отдал бы все, чтобы схватить Фрэнка и привлечь к ответственности за свои деяния, но Фрэнк всегда опережает его на шаг, заставляя продолжать погоню.",Виртуозный аферист годами водит за нос ФБР. Хит Стивена Спилберга по реальным событиям с Леонардо ДиКаприо ,,False,,FILM,pg13,age12,"[{'country': 'США'}, {'country': 'Канада'}]","['криминал', 'биография', 'комедия']",,,False,False,False,2022-08-10T01:16:53.604091,"Поймай меня, если сможешь"
325,tt0068646,https://kinopoiskapiunofficial.tech/images/posters/kp/325.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/325.jpg,https://avatars.mds.yandex.net/get-ott/224348/2a0000016127199c4c157b9e5c245f697def/orig,https://avatars.mds.yandex.net/get-ott/2419418/2a00000170ed4fb3680bbf2eea1b08e2565d/orig,9.2,https://www.kinopoisk.ru/film/325/,1972,175,"Настоящая сила не может быть дана, она может быть взята...","Криминальная сага, повествующая о нью-йоркской сицилийской мафиозной семье Корлеоне. Фильм охватывает период 1945-1955 годов.

Глава семьи, Дон Вито Корлеоне, выдаёт замуж свою дочь. В это время со Второй мировой войны возвращается его любимый сын Майкл. Майкл, герой войны, гордость семьи, не выражает желания заняться жестоким семейным бизнесом. Дон Корлеоне ведёт дела по старым правилам, но наступают иные времена, и появляются люди, желающие изменить сложившиеся порядки. На Дона Корлеоне совершается покушение.",В семье крупного нью-йоркского мафиози наметился кризис. Революция в гангстерском кино и начало большого эпоса,,False,,FILM,r,age16,[{'country': 'США'}],"['драма', 'криминал']",,,False,False,False,2022-08-27T15:47:54.623807,Крестный отец
326,tt0111161,https://kinopoiskapiunofficial.tech/images/posters/kp/326.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/326.jpg,https://avatars.mds.yandex.net/get-ott/1672343/2a0000016b03d1f5365474a90d26998e2a9f/orig,https://avatars.mds.yandex.net/get-ott/1648503/2a000001705c8bf514c033f1019473a4caae/orig,9.3,https://www.kinopoisk.ru/film/326/,1994,142,Страх - это кандалы. Надежда - это свобода,"Бухгалтер Энди Дюфрейн обвинён в убийстве собственной жены и её любовника. Оказавшись в тюрьме под названием Шоушенк, он сталкивается с жестокостью и беззаконием, царящими по обе стороны решётки. Каждый, кто попадает в эти стены, становится их рабом до конца жизни. Но Энди, обладающий живым умом и доброй душой, находит подход как к заключённым, так и к охранникам, добиваясь их особого к себе расположения.",Несправедливо осужденный банкир готовит побег из тюрьмы. Тим Роббинс в выдающейся экранизации Стивена Кинга,,False,,FILM,r,age16,[{'country': 'США'}],['драма'],,,False,False,False,2022-09-09T14:39:27.325329,Побег из Шоушенка
327,tt0071562,https://kinopoiskapiunofficial.tech/images/posters/kp/327.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/327.jpg,https://avatars.mds.yandex.net/get-ott/224348/2a000001612719ac019b12e2d25e0d8b1d6a/orig,https://avatars.mds.yandex.net/get-ott/2419418/2a000001729829ea0f824160c7dd396ab0a4/orig,9.0,https://www.kinopoisk.ru/film/327/,1974,202,All the power on earth can't change destiny.,"Для дона Корлеоне и его сына не существует моральных преград на пути к достижению целей. Они превращают мафию, построенную по патриархальным сицилийским законам, в весьма прагматичную, жесткую корпорацию, плавно интегрируя её в большой бизнес Америки.","Юность Вито Корлеоне и первые шаги его сына Майкла в роли главы клана — сразу и приквел, и сиквел. Шесть «Оскаров»",,False,,FILM,r,age16,[{'country': 'США'}],"['драма', 'криминал']",,,False,False,False,2022-09-08T01:50:03.801083,Крестный отец 2
