kinopoiskId,imdbId,posterUrl,posterUrlPreview,coverUrl,logoUrl,ratingImdb,webUrl,year,filmLength,slogan,description,shortDescription,editorAnnotation,isTicketsAvailable,productionStatus,type,ratingMpaa,ratingAgeLimits,countries,genres,startYear,endYear,serial,shortFilm,completed,lastSync,name
962,tt0027796,https://kinopoiskapiunofficial.tech/images/posters/kp/962.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/962.jpg,,,6.5,https://www.kinopoisk.ru/film/962/,1936,93,,"Известный скрипач Холгер Брандт возвращается в Швецию после успешного турне. Дома его с нетерпением ждут жена Маргит, сын Оке и дочь Анн-Мари, музыкально одаренная девочка, и ее учительница по фортепиано Анита Хоффман. 

Анита и сама подает большие надежды в исполнительском мастерстве. Брандт влюбляется в нее, и вместе они уезжают в новое турне. Но скоро обнаруживается, что эти отношения были лишь красивым интермеццо в жизни каждого из них.",,,False,,FILM,,,[{'country': 'Швеция'}],"['драма', 'мелодрама']",,,False,False,False,2022-09-01T02:36:46.205638,Интермеццо
963,tt0028151,https://kinopoiskapiunofficial.tech/images/posters/kp/963.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/963.jpg,,,5.3,https://www.kinopoisk.ru/film/963/,1936,92,,,,,False,,FILM,,,[{'country': 'Швеция'}],"['драма', 'мелодрама', 'комедия']",,,False,False,False,2022-09-10T13:29:25.196028,На солнечной стороне
964,tt0027164,https://kinopoiskapiunofficial.tech/images/posters/kp/964.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/964.jpg,,,6.1,https://www.kinopoisk.ru/film/964/,1935,75,,"Лена Бергстрём безответно влюблена в своего начальника Йохана Борга. А он женат. Жена Йохана не хочет заводить детей. Потому, узнав о беременности, она делает нелегальный аборт. Отец же Лены считает, что аборт сделала его дочь...",,,False,,FILM,,,[{'country': 'Швеция'}],"['драма', 'мелодрама']",,,False,False,False,2022-09-10T04:06:52.989307,Вальпургиева ночь
965,tt0027062,https://kinopoiskapiunofficial.tech/images/posters/kp/965.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/965.jpg,,,5.7,https://www.kinopoisk.ru/film/965/,1935,88,,,,,False,,FILM,,,[{'country': 'Швеция'}],"['драма', 'комедия']",,,False,False,False,2022-09-01T16:39:25.317329,Сведенхельмы
966,tt0026146,https://kinopoiskapiunofficial.tech/images/posters/kp/966.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/966.jpg,,,5.6,https://www.kinopoisk.ru/film/966/,1935,70,,"Даниэль под давлением отца поступает в семинарию. Закончив её, он получает приход в Хельсингланде. Одной дождливой ночью он совращает и насилует Карин. Раскаявшись после содеянного, он выбегает в ночь и в него попадает молния. Даниэль теряет память и отправляется на лечение в больницу. Карин же беременеет и рожает ребёнка.",,,False,,FILM,,,[{'country': 'Швеция'}],['драма'],,,False,False,False,2022-09-01T06:16:44.430459,Прибой
967,tt0026737,https://kinopoiskapiunofficial.tech/images/posters/kp/967.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/967.jpg,,,6.0,https://www.kinopoisk.ru/film/967/,1935,83,,,,,False,,FILM,,,[{'country': 'Швеция'}],"['мелодрама', 'комедия']",,,False,False,False,2022-09-10T04:06:42.331635,Граф с Мункбро
968,tt0023113,https://kinopoiskapiunofficial.tech/images/posters/kp/968.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/968.jpg,,,5.4,https://www.kinopoisk.ru/film/968/,1932,87,,,,,False,,FILM,,,[{'country': 'Швеция'}],['драма'],,,False,False,False,2022-09-11T12:07:00.078308,Landskamp
969,tt0117262,https://kinopoiskapiunofficial.tech/images/posters/kp/969.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/969.jpg,,,7.6,https://www.kinopoisk.ru/film/969/,1995,88,,,,,False,,FILM,,,"[{'country': 'Швейцария'}, {'country': 'Франция'}, {'country': 'Германия'}]",['документальный'],,,False,False,False,2022-09-07T12:19:45.351118,Orson Welles: The One-Man Band
970,tt0108323,https://kinopoiskapiunofficial.tech/images/posters/kp/970.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/970.jpg,,,7.3,https://www.kinopoisk.ru/film/970/,1993,83,The Music He Created Was Strange. His Life Was Even Stranger.,"Документальный фильм рассказывает о жизненном пути советского инженера Льва Термена, сконструировавшего в 1919 г. электромузыкальный инструмент ТЕРМЕНВОКС. В 20-е и 30-е годы талантливый изобретатель из России имел шумный успех в США, выступал с оркестром из терменвоксов в Карнеги-Холле. История жизни Льва Термена изобилует невероятными событиями и часто напоминает научно-фантастический фильм с элементами политической драмы. Его главное изобретение — Терменвокс — оказало огромное влияние на развитие электромузыкальной культуры.",,,False,,FILM,pg,,"[{'country': 'США'}, {'country': 'Великобритания'}]","['биография', 'история', 'музыка', 'документальный']",,,False,False,False,2022-09-01T05:26:39.184829,Лев Термен: Электронная одиссея
971,tt0089340,https://kinopoiskapiunofficial.tech/images/posters/kp/971.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/971.jpg,,,7.7,https://www.kinopoisk.ru/film/971/,1984,59,,Фильм посвящен Ингрид Бергман.,,,False,,FILM,,,[{'country': 'США'}],['документальный'],,,False,False,False,2022-09-01T16:39:42.795587,Ингрид
972,tt0065830,https://kinopoiskapiunofficial.tech/images/posters/kp/972.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/972.jpg,,,6.7,https://www.kinopoisk.ru/film/972/,1970,52,,,,,False,,FILM,,,[{'country': 'США'}],"['биография', 'документальный']",,,False,False,False,2022-09-10T04:06:48.723828,Анри Ланглуа
973,tt0178790,https://kinopoiskapiunofficial.tech/images/posters/kp/973.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/973.jpg,,,4.6,https://www.kinopoisk.ru/film/973/,1969,95,,Фильм о сексуальных перверсиях.,,,False,,FILM,,age18,[{'country': 'Италия'}],['драма'],,,False,False,False,2022-09-10T04:06:54.969261,В лабиринте секса
974,tt0059402,https://kinopoiskapiunofficial.tech/images/posters/kp/974.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/974.jpg,,,7.0,https://www.kinopoisk.ru/film/974/,1965,87,«The Love Goddesses» is the story of sex in the movies.,"Эта документальная лента рассказывает о блистательных женщинах — секс-символах кинематографа, начиная от рождения кино до начала 60-х. Попутно режиссер показывает, как изменялись нормы культуры и морали, что было дозволено в ту или иную эпоху, а что нет.",,,False,,FILM,,,[{'country': 'США'}],['документальный'],,,False,False,False,2022-09-02T00:17:24.489256,Богини любви
975,tt0046309,https://kinopoiskapiunofficial.tech/images/posters/kp/975.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/975.jpg,,,6.5,https://www.kinopoisk.ru/film/975/,1953,95,3 stories of Luigi Pirandello...A quartet of delightfully revealing tales filled with spice and humor...,"Четыре новеллы повествуют о предполагаемых событиях личной жизни известных актрис. В пятой части, являющейся прологом, рассказ о конкурсе девушек на участие в фильме.",,,False,,FILM,,,[{'country': 'Италия'}],"['драма', 'комедия']",,,False,False,False,2022-09-10T02:59:05.315074,Мы — женщины
976,,https://kinopoiskapiunofficial.tech/images/posters/kp/976.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/976.jpg,,,6.5,https://www.kinopoisk.ru/film/976/,1943,,,,,,False,,FILM,,,[{'country': 'США'}],"['документальный', 'короткометражка']",,,False,False,False,2022-09-10T04:07:03.577254,Шведы в Америке
977,tt0075323,https://kinopoiskapiunofficial.tech/images/posters/kp/977.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/977.jpg,,,7.3,https://www.kinopoisk.ru/film/977/,1976,133,The greatest entertainment since 'That's Entertainment!',"Золотые моменты из фильмотеки MGM, что включает как комедии и драмы, так и классические музыкальные номера.",,,False,,FILM,g,,[{'country': 'США'}],"['семейный', 'мюзикл', 'документальный']",,,False,False,False,2022-09-02T07:48:36.417734,Вот это развлечение! Часть 2
978,tt0061170,https://kinopoiskapiunofficial.tech/images/posters/kp/978.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/978.jpg,,,6.6,https://www.kinopoisk.ru/film/978/,1966,114,"Run, don't walk to see Walk, Don't Run.","Во время летней Олимпиады в 1964 году наблюдается огромный дефицит жилья, и двое мужчин и женщина вынуждены делить маленькую квартиру в Токио. Старший мужчина, Британский промышленник сэр Уильям Ратленд, находится в Японии в командировке, младший, Стив Дэвис - атлет американской Олимпийской сборной, Кристин Истон же сдает им в аренду гостиную своей квартиры. Вскоре между Кристин и одним из жильцов наклевываются романтические отношения...",,,False,,FILM,,,[{'country': 'США'}],"['мелодрама', 'комедия']",,,False,False,False,2022-09-09T17:22:29.942193,"Иди, а не беги"
979,tt0058092,https://kinopoiskapiunofficial.tech/images/posters/kp/979.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/979.jpg,,,7.3,https://www.kinopoisk.ru/film/979/,1964,118,The story of the Beachcomber and the Castaway Schoolteacher who gave him some surprising lessons !,"Вторая мировая война. Уолтер Эклунд - одиночка по жизни, беспечный морской бродяга. В данный момент он работает на военно-морской флот Британии. Его местонахождение - отдаленный остров в Южном море, его задание - обнаружение вражеских самолетов.

Но неожиданно тихая и спокойная боевая задача превращается в полный бедлам: учительница Кэтрин Фрэно с группой детей высаживается на этот самый остров, прямо в расположение Уолтера. Его ждут веселенькие денечки…",,,False,,FILM,,age12,[{'country': 'США'}],"['мелодрама', 'приключения', 'комедия', 'военный']",,,False,False,False,2022-09-09T14:29:22.293514,Папа Гусь
980,tt0056575,https://kinopoiskapiunofficial.tech/images/posters/kp/980.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/980.jpg,,,6.6,https://www.kinopoisk.ru/film/980/,1962,99,"Two of Hollywood's most beloved stars, Cary Grant and Doris Day, sparkle in a breezy, stylish comedy that's rich with romantic delights.","Он работает финансистом, «пожирающим» компании, она — аккуратная девочка, бегающая своими длинными ножками по Манхэттэну в поисках работы. Всё начинается с того, что его лимузин обрызгал её грязной водой из лужи...",,,False,,FILM,,age12,[{'country': 'США'}],"['мелодрама', 'комедия']",,,False,False,False,2022-08-31T19:47:53.93044,Этот мех норки
981,tt0053877,https://kinopoiskapiunofficial.tech/images/posters/kp/981.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/981.jpg,,,6.5,https://www.kinopoisk.ru/film/981/,1960,104,Ever See a Four-Sided Triangle?,"Действие происходит в старой доброй Англии. Любовный треугольник вырисовывается между графом, его женой и жутко романтичным американским миллионером, который забредает в запретную зону - в комнату миледи - во время осмотра замка графа. Как поражённый громом, он моментально и непоправимо влюбляется в неё, а она в него...",,,False,,FILM,,age12,[{'country': 'Великобритания'}],['комедия'],,,False,False,False,2022-09-03T18:57:28.868007,Трава зеленее
982,tt0053143,https://kinopoiskapiunofficial.tech/images/posters/kp/982.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/982.jpg,,,7.2,https://www.kinopoisk.ru/film/982/,1959,124,Submerged with 5 Girls...No wonder the S.S. Sea Tiger turned a Shocking Pink!,"Вторая мировая война. Капитан и старший офицер подводной лодки постоянно сталкиваются со всевозможными неприятностями. Их путешествие осложняется ещё больше, когда к команде подлодки присоединяется группа военных моряков-женщин.",,,False,,FILM,,age12,[{'country': 'США'}],"['мелодрама', 'комедия', 'военный']",,,False,False,False,2022-09-05T21:20:44.664002,Операция «Нижняя юбка»
983,tt0051745,https://kinopoiskapiunofficial.tech/images/posters/kp/983.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/983.jpg,,,6.6,https://www.kinopoisk.ru/film/983/,1958,110,It All Happens Happily on a Heaven of a Houseboat!,"Очаровательная комедия о нью-йоркском адвокате, одиноком отце трех шаловливых детишек. Они решают, что им нужна мама, а папе жена, поэтому убеждают его взять младшенькому Чарльзу очаровательную итальянскую воспитательницу. Папа неожиданно влюбляется в красавицу, которая оказывается не простой девушкой, а дочерью итальянского дипломата.",,,False,,FILM,,age12,[{'country': 'США'}],"['драма', 'мелодрама', 'комедия', 'семейный']",,,False,False,False,2022-09-01T20:34:33.403873,Плавучий дом
984,tt0050599,https://kinopoiskapiunofficial.tech/images/posters/kp/984.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/984.jpg,,,5.6,https://www.kinopoisk.ru/film/984/,1957,105,They tried so hard ... so very hard ... not to fall in love !,"Эта веселая романтичная комедия повествует о похождениях группы военных во время их отпуска в Сан-Франциско. И естественно, такой отпуск не может быть полноценным без участия женщин...",,,False,,FILM,,,[{'country': 'США'}],"['мелодрама', 'комедия']",,,False,False,False,2022-08-29T13:41:47.455153,Поцелуй их за меня
985,,https://kinopoiskapiunofficial.tech/images/posters/kp/985.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/985.jpg,,,5.7,https://www.kinopoisk.ru/film/985/,1957,120,The Most Magnificent Motion Picture Ever Made!,"1810 год. Наполеон оккупировал Испанию. Партизанский отряд под предводительством Мигеля вступает в борьбу с завоевателями. В их руки попадает гигантская пушка, брошенная отступающими испанскими войсками.

Мигель решает атаковать превосходящие силы французов в крепости Авель при помощи грозного орудия. В этом ему поможет британский морской офицер Энтони Трумбулла, и красавица испанка Джуана.

Всему отряду повстанцев предстоит сложный и опасный путь во французский тыл.",,,False,,FILM,,age12,[{'country': 'США'}],"['драма', 'мелодрама', 'приключения', 'боевик', 'военный']",,,False,False,False,2022-09-01T06:06:38.66091,Гордость и страсть
986,tt0050105,https://kinopoiskapiunofficial.tech/images/posters/kp/986.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/986.jpg,,,7.4,https://www.kinopoisk.ru/film/986/,1957,115,On the Riviera...across the ocean...and all over New York!,"Знаменитый сердцеед Никки Ферранте и певица Терри Маккей познакомились на борту роскошного океанского лайнера, пересекавшего Атлантику. Несмотря на скандальную репутацию Никки, и на то, что оба помолвлены, они полюбили друг друга.

Понимая непрочность сильных страстей, они договорились: если за шесть месяцев их любовь не угаснет, ровно по прошествии этого срока они встретятся на крыше Эмпайр Стэйт Билдинг...

В Нью-Йоркском порту Никки и Терри расстаются: она уезжает с встречавшим ее Кеннетом, а он - со своей невестой Лоис. Проходит шесть месяцев и Никки Ферранте поднимается на крышу небоскреба...",,,False,,FILM,,age12,[{'country': 'США'}],"['драма', 'мелодрама']",,,False,False,False,2022-08-11T20:25:51.396858,Незабываемый роман
987,,https://kinopoiskapiunofficial.tech/images/posters/kp/987.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/987.jpg,https://avatars.mds.yandex.net/get-ott/2385704/2a000001732d6919c026be7c894eb55e5668/orig,https://avatars.mds.yandex.net/get-ott/236744/2a000001732d693d7b484ac62c076cad5145/orig,7.4,https://www.kinopoisk.ru/film/987/,1954,106,WANTED by the police in all the luxury-spots of Europe!... A catch for any woman!,"Джон Роби некогда слыл непревзойдённым профессиональным вором, известным под кличкой Кот. Коту повезло, он сумел вовремя завязать и красиво уйти — скопив капиталец, отправился на пенсию и элегантно прожигал жизнь на французской Ривьере. Но изысканной и спокойной жизни приходит конец после того, как кто-то начинает грабить богатеев, точь-в-точь в стиле Роби. Так как подозрения резонным образом падают на Джона, то он решает во что бы то ни стало найти своего имитатора.","Вор в завязке узнает, что в городе орудует его подражатель. Мелодрама Альфреда Хичкока с легендами Голливуда",,False,,FILM,pg,age16,[{'country': 'США'}],"['мелодрама', 'детектив']",,,False,False,False,2022-09-02T03:53:51.71956,Поймать вора
988,tt0045706,https://kinopoiskapiunofficial.tech/images/posters/kp/988.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/988.jpg,,,5.9,https://www.kinopoisk.ru/film/988/,1953,100,M-G-M's HILARIOUS HIT! (original print ad - mostly caps),Герой фильма собирается жениться на богатой и знатной девушке. Однако его бывшая возлюбленная не собирается с этим мириться...,,,False,,FILM,,,[{'country': 'США'}],"['мелодрама', 'комедия']",,,False,False,False,2022-09-08T00:36:46.750174,Идеальная жена
989,tt0044916,https://kinopoiskapiunofficial.tech/images/posters/kp/989.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/989.jpg,,,6.9,https://www.kinopoisk.ru/film/989/,1952,97,It's Some Fun!,"Видный учёный-химик работает над формулой для регенерации человеческой ткани и в своей лаборатории вместо морских свинок использует обезьян, надеясь создать эликсир молодости. Его жена настолько в него влюблена, что прощает мужу чудовищную рассеянность. Однажды одна из лабораторных обезьянок вырывается на свободу, перемешивает разные химические препараты и выливает эту смесь в кулер с водой. Супруги пьют из этого кулера, и вскоре с ними начинают происходить странные трансформации.",,,False,,FILM,,age16,[{'country': 'США'}],"['фантастика', 'комедия']",,,False,False,False,2022-09-01T00:26:39.01923,Обезьяньи проделки
990,tt0045102,https://kinopoiskapiunofficial.tech/images/posters/kp/990.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/990.jpg,,,7.1,https://www.kinopoisk.ru/film/990/,1952,98,Makes room for your broadest grins and your longest laughs!,"В семье инженера Джорджа Роуза было трое детей, когда его жена Анна решила взять из приюта еще двух детей – проблемную девочку-подростка и еще более проблемного мальчика-калеку. Терпение, доброта и любовь к детям приводят к заслуженному успеху и родительскому счастью.",,,False,,FILM,,,[{'country': 'США'}],['комедия'],,,False,False,False,2022-09-01T03:08:16.322559,Есть место еще для одного
991,tt0043915,https://kinopoiskapiunofficial.tech/images/posters/kp/991.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/991.jpg,,,7.4,https://www.kinopoisk.ru/film/991/,1951,110,,"Доктора Ноа Преториус, молодой врач-энтузиаст, считающий, что лечить больных можно и нужно разумным подходом к ним, а не массивными дозами лекарств. Его позиция, что лечить надо пациента, а не болезнь приводит в восторг начальство, но ужасает коллег, которые предпочитают традиционные методы лечения. Доктор преподает в медицинском училище и живет, по мнению многих, странной жизнью. 

Профессор Элуэлл, коллега Преториуса, мрачный инструктор по анатомии, не любит его. Ему самому больше нравится резать трупы, чем беседовать с людьми. В перерывах между занятиями доктор Преториус дирижирует школьным оркестром, исполняя Вагнера и Брамса. Элуэлл плетет интриги и сообщает декану Лаймэну Брокуэллу интересные факты о медицинском прошлом доктора Преториуса. Ему приходится защищаться.",,,False,,FILM,,age0,[{'country': 'США'}],"['драма', 'мелодрама', 'комедия']",,,False,False,False,2022-09-07T16:33:25.733367,Люди будут судачить
992,tt0042352,https://kinopoiskapiunofficial.tech/images/posters/kp/992.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/992.jpg,,,6.7,https://www.kinopoisk.ru/film/992/,1950,95,Carefree Cary Grant on a gay holiday with his lovely bride walks right into DANGER!,"Нейрохирург Юджин Фергюсон вместе с женой отправляется на каникулы в маленькую страну, как потом оказывается в ней правит жестокий диктатор Рауль Фарраго. Когда Фергюсон и его супруга пытаются покинуть это место, их арестовывают и приводят к Фарраго. Тому нужна срочная операция, и сделать её может только Юджин. С этого момента доктор Фергюсон оказывается перед непростым выбором.",,,False,,FILM,,,[{'country': 'США'}],"['триллер', 'драма', 'криминал']",,,False,False,False,2022-09-01T20:15:10.355558,Кризис
993,tt0041498,https://kinopoiskapiunofficial.tech/images/posters/kp/993.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/993.jpg,,,7.0,https://www.kinopoisk.ru/film/993/,1949,105,...and this is how SHERIDAN TOOK GRANT!,"Западная послевоенная Германия восстанавливается при поддержке союзнических войск. Бывшие любовники Анри Рошар - капитан французский армии и девушка Кэтрин Гэйтс - лейтенант армии США только что выяснили отношения и решили больше не встречаться. Но начальству до этого нет дела, полковник дает этой рассорившейся парочке поручение добраться в один дальний городок и найти скрывающегося нацистского ученого. Герои отправляются в путь.  

Им предстоит проехать немало километров на трофейном мотоцикле с коляской, ввязаться в вереницу приключений, вновь понять, что они любят друг друга и в итоге оформить брак в местной канцелярии и церкви. Но на этом история не заканчивается. Анри решает покинуть родные края и уехать вместе с молодой женой в США, но военная бюрократия ставит барьеры на  их пути...",,,False,,FILM,,age16,[{'country': 'США'}],"['мелодрама', 'комедия', 'военный']",,,False,False,False,2022-08-31T19:28:57.75774,Солдат в юбке
994,tt0040331,https://kinopoiskapiunofficial.tech/images/posters/kp/994.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/994.jpg,,,6.3,https://www.kinopoisk.ru/film/994/,1948,85,HOW CAN A MAN HOLD OUT when a gal's got so much to give out! (original poster),"Молодая девушка вбила в свою миленькую головку, что хочет выйти замуж. Она настойчиво и самыми неожиданными средствами добивается, чтобы эта же мысль «родилась» и у её избранника, детского доктора и убеждённого холостяка.",,,False,,FILM,,,[{'country': 'США'}],['комедия'],,,False,False,False,2022-09-01T13:18:41.257913,Каждая девушка должна выйти замуж
995,tt0040613,https://kinopoiskapiunofficial.tech/images/posters/kp/995.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/995.jpg,,,7.2,https://www.kinopoisk.ru/film/995/,1948,94,,Блэндингзы живут в Нью-Йорке в крошечной квартире. Они решают переехать в пригород и построить свой дом. Но сказать гораздо проще чем сделать.,,,False,,FILM,,,[{'country': 'США'}],"['мелодрама', 'комедия']",,,False,False,False,2022-09-09T13:46:51.352132,Мистер Блэндингз строит дом своей мечты
996,tt0039190,https://kinopoiskapiunofficial.tech/images/posters/kp/996.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/996.jpg,,,7.6,https://www.kinopoisk.ru/film/996/,1947,109,The Bishop's Wife is one of those really rare pictures that leaves you with a wonderful glow!,"Канун рождества, магазины полны подарков, идет пушистый снег, горожане любуются огнями новогодних елок и блеском мишуры. Только Генри Брогхэм - епископ, мечтающий о новом кафедральном соборе и отдающий все свое время сбору пожертвований у богатых горожан на его строительство, не замечает предпраздничной суеты. Увлеченный своей мечтой, он практически не уделяет внимания своей красавице жене Джулии и дочери.
 
Он молится постоянно о послании ему удачи для осуществления проекта. Однажды вечером перед епископом появляется незнакомец по имени Дадли, который уверяет, что он Ангел, спустившийся с небес ему на помощь. Пришелец быстро становится лучшим другом Джулии и ее дочери Дебби, также этот симпатичный господин рассказывает горожанам поучительные истории на тему жизни и веры, и вскоре становится своим человеком в городке.
 
Епископ не может поверить в существование Ангела, но происходящие маленькие чудеса вынуждают Генри задуматься над суетностью своей жизни и пересмотреть отношения с близкими, друзьями, дочерью и любимой женой... ",,,False,,FILM,,,[{'country': 'США'}],"['драма', 'мелодрама', 'фэнтези', 'комедия']",,,False,False,False,2022-08-31T18:23:57.788047,Жена епископа
997,tt0039169,https://kinopoiskapiunofficial.tech/images/posters/kp/997.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/997.jpg,,,7.2,https://www.kinopoisk.ru/film/997/,1947,95,Rollicking Romantics!,"Судья Маргарет Тернер слушает одно из очередных гражданских дел о ссоре граждан в ночном клубе Лос-Анжелеса. Одним из участников разбирательства является Дик - плейбой и модный художник. Выслушав нелепые оправдания, судья отпускает всех, выписав предупреждение. После суда Дик направляется читать лекцию о современном искусстве в местную школу, где в него до безумия влюбляется младшая сестра Маргарет - Сьюзен.
 
Девочка - подросток так сильно увлеклась красавцем художником, что, набравшись смелости и приодевшись в платье сестры, она забралась в его дом и безмятежно уснула на диване в ожидании хозяина. Дик, вернувшись поздно вечером, не сразу обнаруживает незваную гостью. Только он собрался выставить ее за порог, как неожиданно в его дом с криками и шумом ворвались Маргарет и ее друг - помощник окружного прокурора Томми Чемберлен.
 
Дик арестован и заточен в тюрьму, а убитая горем Сьюзен закатывает скандал. Чтобы охладить любовный пыл младшей Тернер и вызвать разочарование в новом увлечении, юристы на семейном совете решают обязать Дика следовать повсюду за Сьюзен. «Он скоро ей надоест», - говорят они. Делать нечего и герой соглашается на этот нелепое предложение, не садиться же ему в тюрьму...",,,False,,FILM,,age12,[{'country': 'США'}],"['мелодрама', 'комедия']",,,False,False,False,2022-09-09T23:54:31.761667,Холостяк и девчонка
998,tt0038776,https://kinopoiskapiunofficial.tech/images/posters/kp/998.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/998.jpg,,,6.1,https://www.kinopoisk.ru/film/998/,1946,128,,"Биография композитора Коула Портера, начиная со времени его учебы в Йельском университете в 1910-ых годах до достижения успеха в 1940-ых. В фильме затрагиваются и популярные мифы, которые окружали Коула всю его жизнь, в частности те, которые касаются его отношений с женщинами.",,,False,,FILM,,age16,[{'country': 'США'}],"['драма', 'биография', 'мюзикл']",,,False,False,False,2022-09-09T17:22:41.034598,Ночь и день
999,tt0039110,https://kinopoiskapiunofficial.tech/images/posters/kp/999.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/999.jpg,,,6.5,https://www.kinopoisk.ru/film/999/,1946,107,Transcontinental Romance - Unlimited!!!,"Писательница Кит Мэдден отправляется в Голливуд, где должны экранизировать её известный бестселлер. В поезде она встречается с бравым военным моряком Расти, который не знает о её успехах на литераторском поприще. Кит проникается к нему взаимной симпатией и начинает считать, что Расти идеально подходит на главную роль в будущей экранизации. Однако вскоре выясняется, что Расти относится к её книге весьма критически.",,,False,,FILM,,,[{'country': 'США'}],"['мелодрама', 'комедия']",,,False,False,False,2022-08-31T19:57:06.036246,Безоговорочно
1100,tt0114571,https://kinopoiskapiunofficial.tech/images/posters/kp/1100.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1100.jpg,,,5.2,https://www.kinopoisk.ru/film/1100/,1995,95,You'll laugh because it's not your family.  You'll cry because it is.,,,,False,,FILM,pg13,,"[{'country': 'США'}, {'country': 'Германия'}]","['драма', 'комедия']",,,False,False,False,2022-09-07T12:40:03.345659,Стюарт спасает свою семью
1101,tt0110115,https://kinopoiskapiunofficial.tech/images/posters/kp/1101.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1101.jpg,,,6.4,https://www.kinopoisk.ru/film/1101/,1994,107,When a father doesn't live up to his dreams... a daughter has to stand up for hers.,"Для Рэя Вэйлера финансовый успех — это что-то вроде автобуса. Если вы пропустили один, то подождите немного и новые простаки подъедут сами. Обаяние Рэя позволяет ему даже продавать лифты для одноэтажных домов. Он знает: чтобы разбогатеть, нужно лишь немного подсуетиться. Но он не представляет, что эти мошеннические проекты могут разлучить его с семьей, которую он нежно любит.",,,False,,FILM,pg,age12,[{'country': 'США'}],"['драма', 'биография']",,,False,False,False,2022-09-08T01:22:20.74942,Благородный аферист
1102,tt0106379,https://kinopoiskapiunofficial.tech/images/posters/kp/1102.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1102.jpg,,,5.3,https://www.kinopoisk.ru/film/1102/,1994,122,Robin Williams gives the performance of SEVERAL lifetimes.,"Пять коротких историй, случившихся в разное время: в каменном веке, в Римской империи, в средневековой Европе, в XVI столетии и в наши дни. И что бы ни происходило с главным героем — перед ним всегда вставал вопрос: что есть, где укрыться, где найти пару сапог…",,,False,,FILM,pg13,age0,"[{'country': 'Великобритания'}, {'country': 'Япония'}]","['драма', 'комедия']",,,False,False,False,2022-09-08T03:24:43.512141,Быть человеком
1103,tt0107613,https://kinopoiskapiunofficial.tech/images/posters/kp/1103.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1103.jpg,,,5.8,https://www.kinopoisk.ru/film/1103/,1993,98,Sometimes love is a stranger. And sometimes it's someone you've known all your life.,"Главный герой, Гас - нью-йоркский электрик. Ради доли в новом деле друзей - боулинге, ему необходимо избавиться от алиментов бывшей жене, что можно сделать только выдав ее замуж снова. Гас приступает к поискам избранника для своей бывшей супруги и поначалу даже не подозревает, что общение с ней пробудит в них былые чувства друг к другу.",,,False,,FILM,pg13,,[{'country': 'США'}],"['мелодрама', 'комедия']",,,False,False,False,2022-09-09T13:13:14.553536,Мистер Прекрасный
